,$X^0$,$X^1$,$X^2$,$Y$
51,0.5184895,2.366281,1.4840939,0.15638953
52,2.4850988,1.8971499,1.8297932,2.5292106
53,2.7720344,3.929688,2.821927,1.5128944
54,0.42105412,3.316291,2.0934734,2.708767
55,-0.18949617,0.56064093,2.648731,2.517066
56,1.1342639,1.1457902,0.3066606,0.7447586
57,0.086315274,1.1832116,1.4995886,1.4679277
58,0.50424016,2.1180007,1.175539,0.71692157
59,1.1276022,2.155782,1.665469,1.086042
60,-0.13760893,1.3705914,0.3138168,1.305332
61,-0.1558516,-0.26488426,-0.49156496,0.10491746
62,-3.3503635,-0.39444223,0.26729858,-0.24585116
63,-3.369642,-1.12663,-1.5636598,-0.95599174
64,-2.6113176,-1.3691643,-1.217878,-2.2789729
65,-3.0757055,-0.36983663,-2.7721732,-2.9232984
66,-0.5205825,1.4110188,-1.2270209,-2.6477723
67,-1.7945491,1.3823848,-1.6679465,0.2817873
68,-1.6962289,-0.2282137,-0.3641062,-0.49700928
69,-1.0566196,0.28485307,0.05868931,0.26678348
70,0.7016396,1.3960286,-0.82178044,-1.4143862
71,-0.9447145,0.36743718,0.59067,-0.31717154
72,0.50186366,0.12318886,0.44032177,-1.1034244
73,0.36153764,0.100920394,-0.19367044,-1.6171553
74,-0.7284323,-0.7142541,-1.0128984,-1.3712101
75,-0.04779912,0.14830258,-2.7576122,-0.05028137
76,0.16560031,-0.017136341,-1.0090555,-0.15304092
77,-0.48429665,0.407537,-2.0396376,-0.19214104
78,-0.26920557,-0.60221624,-0.93982655,-2.440764
79,-0.5737575,-0.8590097,-0.9076458,-1.7228012
80,-0.28811294,0.12107457,-0.061233576,-1.0370322
81,0.4604516,-0.28808096,-0.36606994,-0.29717776
82,1.908333,1.5253072,-0.47800866,-2.0746186
83,0.09801756,0.66807884,1.1795944,-1.2246407
84,2.2016456,0.6923399,1.0780745,0.071122974
85,-0.41093582,1.4172288,1.4339904,1.574767
86,-0.43944016,-0.42630553,1.3875213,-0.79136646
87,0.2807091,-2.0592227,-1.0149606,-0.0968112
88,0.47748825,-2.9671123,-0.106394365,-0.6573627
89,-0.28845772,-0.81439453,0.06134678,0.046184406
90,-0.41004264,-1.1219343,-1.2065802,0.5152996
91,-0.7800308,1.7728451,-1.1537659,-0.00033631324
92,-1.1353863,0.676744,-0.4176274,-1.0630186
93,0.05483166,0.6582721,-0.43503892,-2.591989
94,0.39539766,2.0029004,0.25896126,-1.4612433
95,-0.41613123,3.408123,2.040507,1.0003786
96,0.608308,4.44719,2.7004187,3.2082074
97,0.73311514,4.321399,1.0490898,4.085099
98,1.3260427,4.0490417,2.1575177,3.4939194
99,1.5578587,3.4268563,3.482709,3.7152312
100,0.2615061,3.1771605,3.1251059,3.3200002
101,-0.37712675,1.6728266,3.3412666,3.1357155
102,0.48330486,0.3527798,3.9420438,4.5190024
103,0.9486837,0.2435714,3.1619484,2.6090775
104,0.643177,0.00031535327,2.0687337,4.1616406
105,0.56755126,-0.4530073,2.208154,2.29882
106,1.6749508,0.37928236,1.2718736,3.1511307
107,0.5808942,1.2208029,1.0706865,0.7732333
108,0.9537233,0.9429689,0.5442684,1.6838115
109,0.46541366,2.1376083,2.2148862,0.5338003
110,0.108108364,0.35463673,0.8096188,0.20481184
111,1.1744527,0.054586254,2.029726,0.71685535
112,1.6475332,-0.67861193,1.760535,2.353912
113,1.9667828,-2.341565,-0.32525444,0.99462163
114,2.6822267,-1.7217761,0.13006568,-1.3062255
115,1.8985626,-1.3269908,-1.8429035,-0.37021863
116,2.0109468,0.5845562,-0.1816294,-0.8583698
117,1.097396,1.040001,1.3135175,0.65142053
118,1.0923436,-0.29618612,0.49188218,2.1630492
119,0.63449746,1.6467624,0.52872026,1.1617888
120,0.5411442,2.3737674,2.6747694,2.9879587
121,0.97395796,2.2437348,1.4146203,3.072308
122,-0.13645011,1.3441303,0.29194108,2.0918832
123,1.9968721,-0.018548023,1.86917,-0.41650167
124,0.39179313,-0.3851904,3.2928371,0.7140726
125,-0.93993336,0.8191153,1.6514349,1.2676975
126,0.5001575,2.457967,1.8130168,2.103794
127,1.141773,3.2638204,2.8396091,2.6208327
128,1.423361,1.7958249,1.558439,1.8859264
129,1.6246982,0.13745996,0.9377508,2.1938376
130,1.125042,0.23710822,2.0521817,2.2765982
131,-0.109724976,-1.6024636,2.9835353,3.5319736
132,-0.001002922,-0.7985568,1.7122107,3.15127
133,-0.6778637,-0.7065923,-0.18362094,2.546327
134,0.5006151,-0.9606511,1.6183594,0.7282773
135,0.2033732,-2.2671587,0.18620165,1.2349596
136,-0.683136,-1.073411,-0.6547941,1.4052124
137,-0.79958105,-1.2840885,-0.3363686,-1.3839194
138,-0.14677529,-2.0687788,0.96924233,-1.4542885
139,-0.6664673,-4.3204074,0.89548624,-1.409698
140,-1.2887475,-3.0518,-0.13476631,-0.82390654
141,-0.65843606,-0.3640084,-0.47220415,-0.021356406
142,-0.21593867,1.4064533,-0.3970763,-0.9988874
143,-0.65810025,0.527421,0.5977043,-2.710587
144,-0.93170846,-0.23301737,-2.2568438,-1.2835096
145,-0.420146,0.3056621,-1.6579745,-0.7356128
146,-1.7421865,-0.784422,-0.6105621,-0.4427018
147,-2.6269944,-0.24730349,-1.9616169,-0.49844104
148,-2.5573404,0.5929678,-1.1693447,-1.838876
149,-2.0035853,1.6420107,-1.182018,-2.8751938
150,-1.0916022,1.0492533,1.0921516,-1.1799053
151,0.7112347,0.53080356,2.1106257,-0.87785304
152,1.355524,-0.50642014,0.837915,2.9256134
153,0.7889282,-1.1813744,0.4379406,2.2457392
154,0.5332335,-1.053441,0.06653349,0.41433442
155,-0.6292659,-0.37004322,-0.52243423,-0.5230796
156,-0.45899928,0.65455437,-0.26605397,-0.7110116
157,-0.6099582,-0.3449909,-0.852198,-0.59121716
158,-0.10425216,1.251195,-1.7477041,0.34847796
159,-0.90020746,0.6047129,-0.021752262,-0.14388573
160,-0.11079869,0.40193173,0.5595546,-0.85698587
161,1.4551798,-0.46585947,-0.46631187,1.829695
162,0.90986574,-2.750342,0.86006355,0.7925257
163,1.0386177,-1.0411938,-0.5696412,1.0617801
164,1.4171764,0.008008194,-0.032170568,-0.41188613
165,0.59080297,-0.27572182,1.0892957,0.47052988
166,0.63765454,-0.12601456,0.57405156,0.9980565
167,0.45895058,0.42772904,0.8440947,-1.158478
168,0.4189415,-1.2631356,0.08295361,2.0668576
169,-0.47975072,-1.4132476,-0.32382858,1.9817302
170,-0.31131533,-0.19500864,-0.7463734,-0.112634316
171,0.28007758,-1.3907955,-1.2210298,-1.5471376
172,1.647198,-0.6799989,-1.0094327,-0.9818489
173,2.1123095,-1.832581,-1.8598949,-0.5163751
174,3.6317992,-0.81637675,-1.3651556,-0.53889334
175,1.7749119,-0.6071052,-0.40436876,-0.00695771
176,2.114759,-2.0401056,-0.22480279,0.5752717
177,1.6636733,-0.26333454,-0.33896816,1.6024239
178,3.3543742,-0.91892576,0.048819475,1.3535533
179,1.5397637,-1.4535005,0.99094087,-0.0016167902
180,0.23811272,-0.8168812,1.3872402,1.7755452
181,-0.43271375,0.5768205,-0.071898855,2.789975
182,-2.4267952,-0.6120475,-1.2103289,4.268109
183,-2.2245116,-0.3667534,-2.2549775,-0.5081506
184,-2.3162909,0.17208911,-2.1329446,-1.3806221
185,-1.4710099,0.81356794,-1.8472339,-3.9163659
186,-0.6879509,0.74593914,-1.8251014,-1.883779
187,1.3946053,0.15512955,-2.1970696,-2.020155
188,1.9266475,-0.71899956,-1.2447088,0.5465029
189,0.7717496,-0.4171558,-0.19939817,-0.81236774
190,-0.35818994,-1.3641481,0.56624913,-2.0229707
191,0.2411862,-3.876254,-0.6187661,-1.39842
192,-1.1514028,-2.276818,-1.4493945,-3.5093758
193,1.0254768,-0.6898378,-2.3370397,-1.9180528
194,1.8972739,-2.845819,-1.1328312,-3.6999924
195,0.85891604,-3.0018039,-1.6045533,-2.0943809
196,-1.1118933,-1.4821085,-0.6577264,-3.985963
197,0.5755471,1.0200194,-2.6335301,-2.6965742
198,0.28834313,0.7348073,-1.3572813,-0.16955027
199,1.4396565,-0.21363784,-0.17290322,-0.04545467
200,-0.58666813,-0.33244294,0.34258664,-0.70563304
201,-1.0100427,1.1421664,2.6805048,-0.36024427
202,-0.70178616,0.15355226,1.7164772,0.9725458
203,-0.44426972,-0.6917054,-0.25546274,1.4385928
204,-0.7610543,-0.9669373,-0.45039064,-1.1208014
205,0.09011195,-1.6301848,-2.3470402,-0.38150787
206,-1.004542,-1.0184591,-1.5621344,-4.1038256
207,-0.8455589,0.9117571,-2.0187235,-3.3008687
208,-0.4715956,0.96130925,-0.080731854,-2.602871
209,0.1843219,0.42056298,-0.49196348,-0.34217155
210,0.84064025,0.0025828301,-0.2417707,-0.19004618
211,-0.53619397,-1.5613829,-0.58779854,-1.4096452
212,-1.9094499,-0.20985827,1.0254366,-2.203486
213,-0.058938134,-0.22473799,-0.2323861,-0.6964013
214,0.29105732,-0.3377965,1.6596287,-0.50731754
215,-0.5447464,2.95665,1.6346183,-0.12754744
216,1.1698295,2.368408,1.7817566,0.60437524
217,0.9345553,0.9060945,1.9672589,2.3582683
218,1.833486,0.20790854,1.7455567,1.5806483
219,1.3509587,1.2939817,-0.6466153,1.6506696
220,3.006419,1.0190576,-0.07320303,3.1005464
221,3.8598342,-0.7249376,1.6136518,0.59234995
222,2.4529197,0.41177258,1.384908,-0.34246275
223,2.6886148,-0.37990332,-0.13979743,1.7735062
224,2.5274065,1.6073655,0.33943912,0.43658277
225,3.1378162,2.205204,2.7007794,0.81912565
226,1.2315478,1.0963209,3.6658854,1.6954098
227,1.5481349,2.048441,2.2365127,2.3502917
228,2.142119,1.5017642,2.7890208,4.152575
229,-0.2592562,1.9040086,1.7567799,4.3075433
230,-1.3647379,1.8175389,-0.4965312,3.6169033
231,-2.9945488,0.42592058,-1.0821714,-0.07751806
232,-2.365591,-0.34540546,0.5080774,-2.128755
233,-0.9383715,0.7881771,-0.5621537,-4.029549
234,0.84549695,0.21694863,-0.5544997,-2.6761007
235,0.66594267,-0.2517844,-0.36459887,-0.123047866
236,2.0947754,-1.1313717,1.8046687,0.4047195
237,0.086241364,-0.36836115,2.720974,0.8549228
238,-1.6430135,1.8046722,3.5228434,1.3516345
239,-1.2056571,0.19573767,1.6347083,1.2932373
240,-0.45989454,0.16123582,0.9109948,1.1739533
241,-0.35462093,1.5250857,-1.1208769,1.5401257
242,-2.315677,0.9879186,1.150589,-1.2140944
243,-1.7100939,1.1439148,-0.8580367,0.008693874
244,-2.5015352,-0.26165318,-0.3254786,0.4794619
245,-1.0814021,0.24514985,-1.8126795,-0.9061446
246,-0.39038318,-0.015539369,-1.6624571,-0.5540795
247,-1.213148,0.97485244,-1.7496755,1.8468554
248,-1.3630705,1.8697827,-1.5303721,-0.11312995
249,-2.013363,3.8984115,-1.2029663,-0.16275135
250,-1.4720331,3.3085213,-0.77274215,-0.90733445
251,-0.07528088,2.6417613,0.8142605,-0.12348184
252,-1.0384227,2.0436172,-0.1844365,1.2498792
253,-0.2228494,1.0773658,0.3293621,0.8220584
254,-0.68625224,1.0926399,1.5535436,-0.3882238
255,-1.2732494,0.4694465,0.34485295,0.7537672
256,-0.9983049,0.49707353,-0.706253,1.7408836
257,-1.7340558,1.665549,-0.6838974,0.76224184
258,-1.7674884,0.15934177,0.82407516,0.9796237
259,-2.4351196,1.2514178,0.28451586,0.16283825
260,0.2601414,2.1931076,-0.6256968,0.69210154
261,0.21736254,1.4171067,0.6616781,0.7964796
262,-0.5475717,-1.1298801,-0.44455928,-0.04075382
263,-0.16932029,-1.398738,0.12358952,-0.21109462
264,-0.23085225,0.31787795,0.1567904,-1.3403102
265,-0.38256618,0.1996465,-0.21200812,-1.088883
266,0.34637034,-0.85954964,-0.9811739,-0.3676121
267,0.9999669,-1.1064596,-1.4799037,-0.34490597
268,0.16947572,0.06609831,-0.22643305,-1.9404548
269,-0.45718524,0.5930024,1.1628789,0.23434535
270,-0.5950813,0.17616956,-0.028704893,1.1580594
271,-2.718478,-0.24350573,0.3602519,-0.336769
272,-3.4181256,-0.56221217,-2.4992979,-2.1205883
273,-1.0258137,-1.3159587,-2.6303344,-2.7889266
274,0.92689806,0.6942045,-1.8145806,-3.0820026
275,0.3997926,0.16362269,-1.4927531,-1.5212723
276,0.8564118,1.3316945,-1.5702,-1.4560437
277,0.9107384,2.4535022,-1.0152582,-2.780333
278,3.7163978,2.7157624,0.45741174,-1.2337353
279,3.7210534,1.4694134,1.3278089,0.67028344
280,2.4768198,1.4323195,-0.5362334,2.4709914
281,0.7782334,0.97842807,-1.606989,0.8575313
282,-1.0616829,-0.2188022,-1.0590273,1.7302239
283,-0.53971446,0.17119773,-0.32792413,-1.8992589
284,-1.1341509,-1.0592015,-2.9851704,0.34659097
285,-2.2161593,0.44623837,-2.430986,-1.7184212
286,-2.1978843,-0.15225045,-2.095725,-1.1541622
287,-2.6200671,0.09458434,-0.12955175,-1.6901803
288,-0.14690533,0.34949693,-0.95489424,-0.093433805
289,0.77880603,-0.0142571125,-0.053939812,-0.76617485
290,0.53719157,0.57671386,0.267197,-1.2737564
291,1.8559783,-0.07120394,-1.774187,1.2406616
292,1.376553,0.8214545,0.23806857,0.030064095
293,0.102302946,-0.7709615,0.7740323,0.76841307
294,1.5947362,-0.41329348,0.76155305,1.7179983
295,1.6552254,1.6496235,4.543303,0.19615382
296,0.121411666,0.15440518,0.8485084,3.1522434
297,-0.1053505,-0.5696614,2.204114,1.0655693
298,-0.94936365,0.115144886,0.6796071,1.0407015
299,-2.0473542,0.2601832,0.46028864,0.59355867
300,-0.5069704,0.53275836,-0.17280212,-1.4361172
301,1.5545374,0.86211795,-0.5054798,-1.4172472
302,-0.31039137,1.238204,-0.33924174,1.0653132
303,0.34569526,1.9764427,0.34545037,1.3621824
304,-0.40865588,1.7933285,-0.8800209,1.0848411
305,-0.77318454,1.0140723,0.58750325,0.60198605
306,-1.1336231,1.3824244,-0.07426524,0.22973077
307,-1.657527,2.867579,-1.1174418,1.4685298
308,-1.1117473,1.8746716,-0.7667234,0.18209304
309,-1.6091732,0.33774078,1.0263724,0.15057483
310,-0.8559644,1.3434992,-0.27643532,1.3625226
311,-0.6494132,0.82006824,0.3177429,-0.24542959
312,-0.6935373,-1.5986218,-0.5379538,1.6218454
313,-1.3930398,-0.2716136,0.030513149,-1.5553366
314,-1.5518992,-0.7254577,0.3678336,0.686782
315,-0.3309382,-0.5983537,1.5770541,-0.40630075
316,0.26926047,-0.08686726,0.42710477,0.03974421
317,-0.7890729,0.1296926,0.9186858,-1.6667919
318,-0.4530187,0.80023664,0.42553437,-0.88591325
319,0.43427402,0.124679275,1.5780824,-1.1545146
320,-1.3654134,0.6003813,0.1819995,-0.32642853
321,-0.4124292,0.16072026,0.68299866,-0.348089
322,-0.9513242,0.85131466,0.09646025,1.0414137
323,-0.095328294,1.2112877,-0.03595996,0.642751
324,-0.82998896,-0.087537274,0.2969644,0.7735849
325,-2.3858743,1.024706,0.21721736,-0.850805
326,-3.2976544,0.18133079,-0.279854,-1.4064229
327,-2.2602732,0.93498933,-0.54847854,0.50094956
328,-1.3224688,1.0217799,1.038822,-1.0192693
329,-1.8300447,2.5534296,1.4447229,1.6038916
330,-0.6424388,1.5639347,1.736193,1.1210616
331,-2.1112273,0.7454375,0.5968561,1.3294889
332,-1.5439389,0.5023866,-0.8639707,1.5677452
333,-2.2917733,0.04849087,0.31500474,1.3450917
334,-2.2560775,0.8338855,0.5848927,0.10456954
335,-1.5318556,-1.0325907,1.4806787,-0.39689657
336,-1.9327123,-1.7764959,-0.37653053,-0.13529691
337,-1.7374542,-2.31135,-1.1596556,-0.6086151
338,-0.2099251,-0.66763747,-3.0290728,-0.6257655
339,-0.72383946,1.2432672,-2.08252,-1.6332179
340,0.3290045,0.7658378,0.059196062,-0.76352334
341,-0.8994037,0.36726472,-0.21792887,1.5755974
342,-0.099778414,0.32713747,0.42508757,0.8179492
343,1.3717238,1.3908746,0.06751249,0.85433936
344,-1.5114378,0.046259094,0.910333,-0.59765035
345,-1.8549017,0.27075034,-0.98556066,-2.798693
346,-0.721359,1.1647228,-0.7244012,-1.442156
347,-0.70799667,1.3164002,-3.264664,-0.8727743
348,-0.124451794,1.1110617,-1.6975474,-2.0480773
349,-0.69110143,1.7787893,-2.2819252,-1.0573977
350,-0.3971812,-1.4580798,0.28256947,-1.1785953
351,-0.43370408,-0.34278053,0.5476399,0.39831766
352,0.8641892,-0.89402205,0.585194,0.30919698
353,0.8593533,-2.4564483,1.8076366,-0.3951334
354,0.93915,-1.2083112,-0.36451718,1.2357485
355,0.24552801,0.5278407,1.5112723,0.07752923
356,-0.31573662,0.23203996,1.8425015,1.316731
357,-0.6535738,1.1153026,0.6679562,0.769543
358,-0.06304951,2.39299,1.5619439,0.01751852
359,-0.46511912,2.9900076,0.14066651,1.1819413
360,-0.035808522,3.73297,-0.24920322,1.0468495
361,2.050335,3.3552065,0.0062410114,1.5383179
362,2.306359,2.4240782,0.55525106,1.430286
363,1.2884278,0.09488897,0.16715537,-0.09605737
364,2.1031134,-0.1796402,1.583324,-0.12767132
365,1.0641041,-0.96899474,0.9175023,1.7607743
366,-1.2932518,1.4926465,0.830278,0.7929564
367,-1.9133625,0.8689667,-0.115333445,0.4427893
368,-3.2101457,0.7314815,-2.0871491,0.90847963
369,-2.5986154,1.0635225,-1.2692502,-1.6791738
370,-1.8006124,0.7880682,-2.8538988,-3.0291915
371,0.41600853,2.2466989,-1.6980922,-2.716376
372,0.6181333,0.9500398,-1.6848196,-1.7174197
373,0.21359278,0.8596353,1.4585009,-2.0135074
374,0.9789206,-0.14072585,1.8552587,-0.18273547
375,-1.525891,-1.4185306,1.201022,1.3281538
376,-0.8325091,-1.6047405,1.2753335,0.41349745
377,0.18810883,-1.1603551,-0.69609916,0.49506357
378,-1.34691,-1.2415508,0.0009805501,1.5385442
379,0.200917,-1.5615065,-0.31739146,-0.24476114
380,0.4791383,-2.499372,-0.16679356,-0.21863031
381,-0.07989109,-1.8326659,0.78491,-1.0674297
382,0.5768581,-2.7875865,0.7424357,-1.341879
383,2.6744936,-1.1912545,0.21779591,-1.2668307
384,2.0540118,-0.7514384,-1.2493416,-0.6017247
385,1.6860288,-1.9835583,-1.3242023,-0.12043605
386,0.7208593,-1.6976999,-0.84431595,1.7117147
387,-0.3452429,-1.9405463,-0.5241537,-0.564452
388,0.5886658,-1.0392079,-1.8494383,-1.3092254
389,-0.44401777,0.61300486,1.396849,-1.416697
390,-0.2392462,-1.4460691,2.248616,0.4216571
391,-0.6451298,-0.8972223,1.3893633,0.994597
392,0.027388966,-0.7881884,0.4582481,1.9292096
393,0.35283437,0.11960817,-0.1352448,-1.623569
394,1.284524,0.29692236,-0.9250524,-2.995967
395,0.38915038,-0.5441237,-0.06875641,-1.7479966
396,0.0025303364,-0.69994056,0.19237967,0.33960432
397,-0.9769925,-1.2859843,-1.2850528,-1.4923365
398,-1.128188,0.17581813,-0.7609453,-4.571183
399,-0.41243112,0.14438434,-0.72620565,-1.752146
400,0.46828687,2.0022597,-2.3245199,-0.80129284
401,-0.5943645,1.340921,-1.5285357,-1.8464242
402,0.45355073,0.23023799,-1.0285621,-2.1862123
403,1.6731234,-1.3525479,1.5101644,-2.1188958
404,1.5846212,-2.7499232,1.3757503,-0.068842135
405,2.9860306,-3.509082,-0.8806668,-0.33661246
406,1.3164322,-2.189231,-0.058907367,-0.09745808
407,-0.3231521,-1.0237366,-1.7513174,-3.0917327
408,-2.0049267,-2.2978063,-0.062345356,-3.0634496
409,0.0925956,-0.71342605,-1.362844,-3.2369184
410,0.71918255,-0.9824593,-0.89922434,-2.2204118
411,0.4478431,-0.5409285,0.8235291,-1.8385575
412,0.5934588,1.2335707,-0.89401615,0.37321535
413,-0.71006787,1.7603388,-1.4787203,-1.7022511
414,1.9487044,0.9637065,-1.1129053,-1.0168428
415,1.4933143,-0.21659765,1.0644084,0.28891933
416,1.1547148,-2.3034337,-0.7317986,2.653322
417,1.5340669,-2.3315568,-3.4277987,0.05709957
418,1.5548561,-1.84322,-2.324556,-1.1833191
419,1.3122833,-2.2774334,-0.66821,-3.2646856
420,0.12812382,-1.7254603,0.6731267,-4.1581445
421,0.561155,-1.1309704,-0.4460653,-0.86869997
422,2.274833,-1.0165353,-0.7484223,-0.6454295
423,2.937803,-1.3615773,1.0313491,0.8726315
424,3.6496487,-0.7844494,-1.0388219,-0.2965655
425,2.0435383,-0.10717394,-0.3348919,0.55878705
426,0.440872,-1.1654208,0.41025084,2.3456488
427,0.1828235,0.5951379,0.5094344,1.3771557
428,0.18370135,0.3180084,-0.09949722,1.1868098
429,1.2227825,0.2414555,0.08503435,0.543823
430,-0.83651686,0.87723327,-2.1529624,-1.0264909
431,0.9439885,0.8472794,-1.7265863,0.09193484
432,0.5027841,1.5462322,-0.051530883,-0.9064647
433,-0.074932225,1.3694867,-0.5982563,0.5310883
434,-1.064557,0.34620333,0.018766958,-1.3309906
435,-2.4000466,0.60384583,0.31258523,-1.8480198
436,-0.856862,-0.72103417,-0.54549676,0.46167347
437,-0.52648544,-0.3961642,-0.41786385,-0.69641083
438,-1.6585007,-0.31054494,-1.3561944,0.82303566
439,-2.4560292,-0.4254983,-1.2785176,-0.6853033
440,-2.055005,-0.42638633,-0.6053481,-3.2037318
441,0.23051794,-2.1803195,-0.6419794,-1.1278427
442,-0.09822878,-2.0749485,-1.2974813,-1.6877815
443,-1.5719031,-1.3596191,-0.8591597,-0.93005174
444,-1.3460753,-0.79187703,-0.3012745,-1.2767782
445,-1.2149763,-1.581989,-2.628169,-2.60193
446,-3.54737,0.15831551,-0.7144035,-2.4871378
447,-2.537454,-0.75535405,-1.3712674,0.23779579
448,-2.0071523,0.44070938,-0.9187054,-0.6189638
449,-0.70880026,0.73569095,0.4246056,-0.98587406
450,1.352796,-0.13124363,-1.1539928,0.8562141
451,2.073522,1.6834403,-1.0421269,0.33586743
452,1.1825768,-0.015228545,-0.05821968,0.678423
453,-0.27872217,0.9084942,-0.57939374,-0.6100743
454,2.3782542,1.6365283,1.5711942,-0.11598479
455,1.7239964,0.47494957,0.73178154,2.4204836
456,1.2207267,1.72493,0.25013322,0.86463314
457,0.8303836,0.9574045,0.918587,2.4595337
458,0.77935326,0.9588768,-0.3852984,1.6170999
459,0.40118688,0.9315356,-0.24068391,-0.047402922
460,-0.29283115,0.5177662,0.46365583,1.1489418
461,-0.7518408,1.1732446,-0.056045488,0.4032318
462,-0.5590418,1.6147599,-0.03712883,0.9826701
463,-0.934754,-0.6182,-0.3367529,0.29760152
464,-1.3671737,0.8716003,-1.9934375,-0.3860775
465,-0.85059136,-1.0523719,-0.77424026,-0.5573605
466,-0.85039115,0.29588586,0.9872204,-0.62233585
467,0.90871924,1.3338252,0.40111077,-1.960479
468,-2.0148664,-0.1572888,0.87432843,-1.2964822
469,-0.3188996,-0.52091646,0.6954559,0.32611743
470,1.0228554,-1.4703462,-1.0895658,0.108529545
471,-1.3573915,-1.2441634,1.0682336,-1.005644
472,-1.2928617,-1.1789486,0.21613464,-1.8538493
473,-1.2764441,-0.045603525,1.2455621,-2.2291842
474,-2.3010225,1.2783862,-0.37466148,-2.679657
475,-2.3885324,2.290554,1.426204,-1.5275353
476,-2.7825484,1.0412198,1.4686618,-0.6585657
477,-0.19551344,0.519632,0.9391052,-0.9908153
478,0.798819,-1.3196958,0.7684008,-0.023983723
479,1.8307284,-1.7296572,0.031496413,0.5575621
480,2.003182,-0.24590841,1.2364942,2.3490353
481,0.27317554,1.443447,1.1100616,0.27378312
482,-0.3332974,-0.22393599,-1.0687144,2.0562434
483,0.25606638,-0.7492195,-1.7629902,1.2566667
484,-1.0428814,-0.5508594,-1.1659715,-1.0802528
485,-0.017018508,-0.1054404,-0.5917349,-1.0140018
486,-0.25223833,-0.88341177,-0.37694773,-1.1244197
487,-0.5513876,-0.1943272,0.80336696,-0.6419884
488,0.32498863,-0.6098684,-1.6985614,1.4245393
489,0.6717554,-0.44136015,-0.7626687,0.4390214
490,0.109262586,0.23733215,-2.1532347,0.42522854
491,1.2358136,0.17255478,-0.24758613,-1.0521928
492,-0.21599373,-0.31559756,0.0634219,-1.7222946
493,0.46474,-0.3305281,0.34500268,-0.97833556
494,0.91841924,-0.31973264,-0.6645392,0.98011744
495,0.33334702,-0.59382385,1.0669327,-1.2811992
496,0.5594759,-0.67447275,1.5230957,-1.1928912
497,-0.8594804,1.1265162,1.3220928,0.23535016
498,0.32239076,1.3494809,0.5849363,-0.30827048
499,0.040771402,0.6491563,1.2066997,-0.3474828
500,-0.49418303,1.1513638,0.03444285,0.05807369
501,0.7030811,0.47213522,1.0042133,-1.1971747
502,-0.21218693,1.5036193,2.3866308,-0.8162632
503,-1.5569922,1.4221758,2.5222125,1.5898614
504,-2.6465237,0.8882209,0.5045405,0.31049642
505,-1.2465566,1.0694716,0.26202703,-1.623518
506,-2.153019,-0.822246,-1.1975449,-1.2100383
